"","RouteDataID","CountryNum","StateNum","Route","RouteName","Latitude","Longitude","NCar","Noise","BirdCount"
"30",6341384,840,14,192,"DEEP SPRINGS",37.4158007,-118.0043109,0,0,1
"31",6341385,840,14,193,"BODEGA BAY",38.3407717,-123.0480649,76,1,3
"32",6341317,840,14,21,"HUGHSON",37.5947824,-120.860951,145,0,1
"33",6341396,840,14,226,"ANZA 2",33.5014318,-116.7979649,259,0,1
"34",6341398,840,14,319,"PESCADERO",37.1650627,-122.2276839,30,0,1
"35",6341320,840,14,37,"VALLEY WELLS",35.473722,-115.7029053,3,0,5
"36",6341322,840,14,49,"PALO VERDE",33.4048617,-114.7292329,79,0,161
"37",6341323,840,14,51,"ANZA BORREGO",32.903954,-116.23272,13,0,42
"38",6341328,840,14,64,"TECOPA",35.8040435,-116.1930811,11,0,2
"39",6341332,840,14,80,"ORLAND",39.7633427,-122.2390059,50,0,7
"40",6341335,840,14,83,"FAIRFAX",37.9851247,-122.5909499,110,4,91
"41",6341336,840,14,89,"NILAND",33.2200507,-115.4847789,16,2,92
"42",6341426,840,14,900,"IRON GATE",41.9024247,-122.5631179,16,0,1
"43",6341428,840,14,907,"CHOLLA GARD.",33.9250177,-115.9269019,61,4,3
"44",6341339,840,14,97,"ONO",40.5164906,-122.3819302,26,0,1
"45",6341475,840,17,153,"RIO GRNDS RS",37.7792747,-107.0036239,39,3,1
"46",6341466,840,17,49,"EDISON",38.6945177,-104.0715939,8,1,2
"47",6341549,840,17,903,"MESAVERDE NP",37.2704067,-108.4824304,0,6,1
"48",6341566,840,18,116,"GRANBY",41.8805267,-72.9557559,29,1,1
"49",6341552,840,18,4,"UNCASVILLE",41.417728,-72.1530946,50,4,1
"50",6341115,840,2,141,"ALABAMA PT 2",30.2816323,-87.5183917,390,1,5
"51",6341084,840,2,49,"WEDGEWORTH",32.8055085,-87.7643955,48,0,15
"52",6341092,840,2,59,"CARROLLTON",33.2811827,-88.0092154,19,2,7
"53",6341136,840,2,753,"GAINESTOWN FERRY",31.3769106,-87.723299,0,21,11
"54",6341644,840,25,178,"REDLANDS",25.618989,-80.4147339,172,0,11
"55",6341588,840,25,19,"HILLIARD",30.7202649,-81.9062085,68,2,1
"56",6341575,840,25,2,"FT WALTN BCH",30.3755433,-86.2758321,2969,5,1
"57",6341594,840,25,25,"SCOTTSMOOR",28.7481187,-80.8712309,100,2,7
"58",6341578,840,25,5,"BROAD BRANCH",30.3372497,-85.2869789,133,24,18
"59",6341607,840,25,60,"CALLAHAN",30.5196049,-81.9519897,83,0,3
"60",6341608,840,25,61,"PINETTA",30.5193097,-83.2158819,124,1,2
"61",6341615,840,25,68,"WINTER GARDN",28.6901383,-81.5469756,1032,3,1
"62",6341620,840,25,77,"DAVIE",26.0856265,-80.2292965,1538,13,8
"63",6341621,840,25,79,"HOMESTEAD",25.4912637,-80.5425082,93,15,24
"64",6341657,840,25,910,"WEBB",26.8177916,-81.9247336,0,0,2
"65",6341659,840,25,915,"MERRITT ISL",28.7856862,-80.8008275,61,13,3
"66",6341662,840,25,918,"WILDERNES PK",28.5692767,-80.9969329,83,7,1
"67",6341665,840,25,921,"ST VINCENT I",29.6796829,-85.215292,3,3,14
"69",6341711,840,27,301,"WOODBINE",30.928942,-81.671898,74,3,6
"70",6341716,840,27,308,"UNION",32.4826257,-82.0547405,32,1,1
"71",6341693,840,27,38,"TAZEWELL",32.3152912,-84.5636584,59,0,1
"72",6341147,840,3,11,"MACLAREN",63.0531897,-146.0607299,1,7,1
"73",6341190,840,3,401,"BURMA ROAD",61.4001417,-149.842437,87,6,1
"74",6341757,840,33,119,"SAWTOOTH CTY",43.9110934,-114.8761118,9,0,1
"75",6341774,840,33,219,"PICABO",43.4007821,-114.252264,15,0,4
"76",6341776,840,33,221,"MUD LAKE",43.8124267,-112.3960119,15,12,1
"77",6341809,840,34,22,"TERRE HAUTE",40.6514497,-90.9814019,0,0,1
"78",6341811,840,34,25,"BARTONVILLE",40.6004653,-89.6657014,50,0,1
"79",6341812,840,34,27,"DEER CREEK",40.6045464,-89.3175167,22,0,1
"80",6341889,840,35,10,"FOWLER",40.6790779,-87.3633993,45,0,1
"81",6341910,840,35,108,"PACKERTOWN 2",41.1013504,-85.8354611,0,2,1
"82",6344067,840,35,24,"FRIENDSWOOD",39.6400767,-86.2882699,79,20,2
"83",6341936,840,36,14,"WASHINGTON",41.7176327,-94.0861889,73,9,162
"84",6341942,840,36,28,"SIOUX CITY",42.4902437,-96.3743819,100,9,15
"85",6341958,840,38,12,"LAKIN",37.9589257,-101.4316489,43,4,1
"86",6341989,840,38,305,"Hopewell",37.8545464,-98.8762205,26,5,1
"87",6341998,840,38,317,"Severance",39.7839097,-95.2272709,18,0,1
"88",6342086,840,42,101,"BELAIR",29.6924898,-89.9669461,535,19,2
"90",6342088,840,42,102,"GRAND ISLE",29.2604957,-89.9634259,583,3,3
"93",6342109,840,42,140,"IVAN",32.7507357,-93.5489809,25,0,1
"94",6342048,840,42,15,"HACKBERRY",30.0082047,-93.3426979,0,16,3
"95",6342110,840,42,206,"LTL Chenier 2",29.7708689,-93.015843,6,3,18
"98",6342113,840,42,207,"Sabine NWR 2",29.8912193,-93.401584,25,0,5
"99",6342053,840,42,27,"LONGSTREET",32.0735964,-93.9744951,0,26,28
"100",6342124,840,42,311,"FORKED ISLAND",29.5532551,-92.3067829,79,0,2
"101",6342063,840,42,34,"MAURICE",30.0808747,-92.4508969,23,6,1
"102",6342129,840,42,411,"Forked Island 2",29.55323,-92.30674,69,3,4
"104",6342263,840,46,151,"MADONNA",39.63115,-76.52063,27,3,2
"105",6342216,840,46,36,"MELITOTA",39.2640947,-76.1481269,39,0,1
"106",6342234,840,46,47,"COKESBURY",38.1651924,-75.5797027,16,4,1
"107",6342275,840,47,102,"GAY HEAD",41.3440727,-70.7828989,95,0,2
"108",6342323,840,49,59,"CATHRO",45.1623677,-83.4954069,51,5,5
"109",6342324,840,49,60,"BEAVER LAKE",44.9223577,-83.7543039,107,21,1
"110",6342381,840,50,41,"OKLEE",47.7638545,-95.8371369,22,6,6
"111",6342401,840,50,65,"GLENWOOD",45.5994247,-95.2156759,15,0,2
"112",6342402,840,50,66,"CHOKIO NORTH",45.6583777,-96.1336199,5,0,2
"113",6342463,840,51,229,"LATIMER",30.4987757,-88.7992689,123,11,1
"114",6342437,840,51,23,"MACON",33.1507326,-88.6241136,18,4,1
"115",6342438,840,51,25,"ABERDEEN",33.8691757,-88.6571809,35,6,60
"116",6342519,840,52,131,"CAMERON",39.7131417,-94.0662299,20,6,1
"117",6342545,840,53,138,"WILLOW CREEK 2",45.9146442,-111.763656,6,6,3
"118",6342548,840,53,41,"LAUREL",45.5642095,-108.7802397,0,0,1
"119",6342589,840,54,34,"GORDON",42.7324127,-102.2045289,11,1,1
"120",6342621,840,55,114,"FALLON",39.4020097,-118.7255249,0,0,101
"121",6342614,840,55,29,"BEATTY",36.9072027,-116.7617883,1,0,2
"122",6342615,840,55,31,"VAL OF FIRE",36.5012519,-114.7610923,11,1,1
"123",6342617,840,55,33,"NELSON",35.7087118,-114.7110604,24,1,5
"124",6342652,840,59,3,"SIX POINTS",39.5314149,-75.1074594,187,2,4
"125",6341251,840,6,116,"CLAY SPRING",34.6116178,-110.3781682,34,0,1
"126",6341219,840,6,12,"OATMAN",34.9859877,-114.4831159,21,1,22
"127",6341252,840,6,121,"CASA GRANDE",33.0385437,-111.3789069,20,0,21
"128",6341255,840,6,126,"Ajo 2",32.4655,-112.86988,200,9,24
"129",6341256,840,6,127,"CACTUS FOREST",32.9583127,-111.3334729,64,2,7
"130",6341220,840,6,13,"WIKIEUP",34.7270747,-113.9188229,1,0,1
"131",6341222,840,6,18,"QUARTZSITE",33.6562037,-114.2169649,23,0,3
"132",6341223,840,6,24,"LAGUNA",32.8332815,-114.3988546,66,9,14
"133",6341224,840,6,25,"DATELAND",32.9285617,-113.5413359,7,0,16
"134",6341225,840,6,28,"POMERENE",32.0343407,-110.3031159,9,0,5
"135",6341226,840,6,32,"PATAGONIA",31.5175977,-110.7949529,9,0,1
"136",6341230,840,6,56,"RIVIERA",35.1226722,-114.582156,41,5,10
"137",6341235,840,6,68,"CIBOLA LAKE",33.2314477,-114.668276,3,0,6
"138",6344008,840,6,69,"GILA BEND",33.2869987,-112.9375459,1,0,11
"139",6341236,840,6,70,"PALO VERDE",33.3339864,-112.677217,7,2,51
"140",6341237,840,6,71,"BARTLETT RES",33.8177037,-111.6398389,32,0,36
"141",6341239,840,6,74,"ARABY",32.8548017,-114.4452209,74,5,75
"142",6341240,840,6,77,"RED ROCK",32.57312,-111.3291239,7,2,1
"143",6341241,840,6,78,"REDINGTON",32.5434377,-110.5053099,1,0,5
"144",6341242,840,6,81,"AMADO",31.7120327,-111.0671459,97,1,1
"145",6342679,840,60,13,"FENCE LAKE",34.6383511,-108.4498979,16,0,1
"146",6342729,840,60,155,"MAXWELL",36.6066007,-104.7260509,16,0,1
"147",6342730,840,60,164,"MAGDALENA",34.17281,-107.3003133,1,0,1
"148",6342681,840,60,18,"FLOYD",34.0200567,-103.7367849,0,0,4
"149",6342688,840,60,27,"JORNADA",32.3802337,-106.7294539,93,3,3
"150",6342689,840,60,28,"CLOUDCROFT",32.9576087,-105.7457016,39,3,1
"151",6342705,840,60,70,"VICKS PEAK",33.5104187,-107.2197419,0,0,1
"152",6342709,840,60,73,"BITTER LAKE",33.5037118,-104.475157,0,0,1
"153",6342710,840,60,74,"PEP",33.7433287,-103.6484449,4,0,1
"154",6342676,840,60,8,"TORREON",35.7840111,-107.2646486,28,1,1
"155",6342715,840,60,80,"HOBBS",32.8420703,-103.1450556,19,1,5
"156",6342805,840,61,111,"S VANDALIA",42.084342,-78.584377,42,0,1
"157",6342735,840,61,3,"HUNTINGTON",40.900112,-73.392019,129,6,1
"158",6342767,840,61,51,"MENDON",42.9708677,-77.5572209,12,0,2
"159",6342772,840,61,57,"EAST JAVA",42.5957057,-78.3611669,60,1,2
"160",6342736,840,61,8,"RHINEBECK",41.962831,-73.924448,44,1,1
"161",6354727,840,61,87,"INLET",43.7217467,-74.7918689,0,0,1
"162",6342848,840,63,119,"SAWMILL",35.8278747,-81.6405339,224,2,1
"163",6342863,840,63,217,"SHEFFIELD",35.9287265,-80.7208082,67,4,1
"164",6342838,840,63,27,"COPELAND",36.2898447,-80.6415019,168,5,2
"165",6342821,840,63,3,"MYRTLE GROVE",34.1327657,-77.8775469,396,1,4
"166",6342884,840,63,306,"OLD TRAP",36.1860407,-76.0089199,117,0,1
"167",6342894,840,63,329,"JARVISBURG 2",36.4199384,-75.9245906,106,2,2
"168",6342916,840,64,11,"HORSEHEAD LK",47.0675197,-99.6292032,2,0,1
"169",6342935,840,64,36,"BENTLEY",46.1041487,-102.0608219,11,2,2
"170",6342938,840,64,39,"POWERS LAKE",48.6621167,-102.6906819,22,4,1
"171",6342909,840,64,4,"EDGELEY",46.3406907,-98.6828159,5,0,2
"172",6342951,840,66,11,"PITTSFIELD",41.2506217,-82.2354939,31,0,3
"173",6343000,840,67,12,"CANADIAN",35.1693515,-95.6484468,17,2,28
"174",6343084,840,69,202,"CANBY",45.2946161,-122.7018488,75,4,1
"175",6341274,840,7,25,"MAYNARD",36.4436877,-90.9236529,30,23,1
"176",6341277,840,7,28,"COMPTON",36.1206137,-93.2802279,48,13,1
"177",6341280,840,7,30,"Centerton",36.329802,-94.303299,25,1,1
"178",6341291,840,7,45,"Lockesburg",33.782848,-94.006856,14,0,1
"179",6343189,840,72,165,"LANDISBURG",40.3267106,-77.3695842,4,4,1
"180",6343192,840,72,174,"MOUNT JOY",40.1439152,-76.464419,72,1,1
"181",6343130,840,72,22,"ARNOT",41.6588017,-77.1203469,6,2,1
"182",6343145,840,72,41,"GREENTOWN",41.3403297,-75.2513179,78,1,1
"183",6343156,840,72,54,"SHELOCTA",40.6673234,-79.2349941,66,5,1
"184",6343163,840,72,62,"GEESEYTOWN",40.4467888,-78.339499,30,0,1
"185",6343175,840,72,84,"COLLEGEVILLE",40.168557,-75.4610252,242,2,1
"186",6343236,840,80,900,"SANDHILLS",34.5478477,-80.1728969,4,0,12
"187",6343246,840,81,11,"RAYMOND",44.9067977,-97.9423379,5,1,5
"188",6343248,840,81,15,"CROW CREEK",44.121783,-99.2503172,9,8,4
"189",6343239,840,81,2,"TRIPP",43.284162,-97.8751124,9,0,1
"190",6343253,840,81,20,"FORBES",45.9390434,-98.8284656,7,0,2
"191",6343254,840,81,22,"GETTYSBURG",45.0136163,-99.8583744,4,0,2
"192",6343242,840,81,6,"CHAMBERLAIN",43.9043437,-99.3437499,32,11,1
"193",6343296,840,82,12,"HUMBOLDT",35.8134197,-88.8621969,0,0,1
"194",6343315,840,82,38,"JEFFERSON CTY",36.1754317,-83.5013209,508,1,1
"195",6343400,840,83,106,"FLOYDADA",34.0502491,-101.3253641,2,0,8
"196",6343402,840,83,108,"FRANKEL CITY",32.1286341,-102.8346237,53,2,9
"197",6343405,840,83,115,"EL SAUZ",26.5738227,-98.8715669,4,1,1
"198",6343408,840,83,136,"HEARNE",30.7618885,-96.7200416,110,0,1
"199",6343410,840,83,140,"DRIPPING SPG",30.2495701,-98.0582098,41,0,1
"200",6343412,840,83,159,"CHANDLER 2",32.2333023,-95.5174446,235,20,23
"201",6343343,840,83,17,"CAMPBELLTON",28.6737143,-98.38854,66,0,5
"202",6343345,840,83,20,"WINNIE",29.6706502,-94.3415601,72,0,3
"203",6343416,840,83,204,"GUERRA",26.780834,-99.1225297,40,0,7
"204",6343417,840,83,209,"ENCINAL 2",27.9766671,-99.266437,26,4,7
"205",6343347,840,83,22,"DANBURY",29.1267731,-95.2442265,38,1,1
"206",6343333,840,83,3,"AGUA NUEVA",26.9019917,-98.6026759,58,0,1
"207",6343421,840,83,303,"SEJITA",27.2961057,-98.5051649,37,0,1
"208",6343423,840,83,305,"CHINQUAPIN",28.7496887,-95.7686619,67,8,14
"209",6343440,840,83,319,"CASTOLON",29.1679858,-103.6103013,14,0,9
"210",6343448,840,83,328,"DEVILS R CYN",30.142815,-101.322565,3,0,3
"211",6343450,840,83,330,"COYANDA DRAW",30.6112157,-103.3672874,3,0,16
"212",6343451,840,83,331,"TOYAHVALE",30.8111277,-103.9442869,52,0,15
"213",6343458,840,83,343,"MENTONE",31.7050087,-103.5995099,190,3,9
"214",6343460,840,83,345,"SIERRA BLANC",31.2076027,-105.3339159,9,0,10
"215",6343461,840,83,346,"CANUTILLO",31.846782,-106.6131975,1123,0,4
"216",6343487,840,83,390,"MARATHON",30.2378528,-103.3781816,77,1,4
"217",6343490,840,83,402,"Loyola Beach 2",27.3477527,-97.695112,0,1,26
"218",6343494,840,83,432,"QUITMAN CANYON 2",31.0025107,-105.55087,6,0,21
"219",6343496,840,83,439,"SHIELDS 2",31.5930797,-99.4248794,12,3,4
"220",6343498,840,83,507,"Bayside 3",28.03785,-97.160194,33,0,96
"221",6343381,840,83,70,"MILLER GROVE",33.0520824,-95.8107075,98,5,13
"222",6350637,840,83,8,"MIRANDO CITY",27.3221067,-98.9698489,23,1,4
"223",6343389,840,83,82,"HOT SPRINGS",29.1904253,-103.0065204,47,0,18
"224",6343390,840,83,83,"BLACK GAP",29.4492397,-102.8239829,5,0,7
"225",6343393,840,83,88,"ALTUDA",30.2861238,-103.4483656,128,0,14
"226",6343394,840,83,90,"DELAWARE CRK",31.840983,-104.199257,18,10,40
"227",6343499,840,83,900,"CHISOS BASIN",29.2682987,-103.3030169,43,0,10
"228",6343500,840,83,901,"L. ATASCOSA NWR",26.2449087,-97.3490589,0,0,6
"229",6343522,840,85,104,"GOLD HILL",40.0358487,-113.9835809,0,0,1
"230",6343537,840,85,152,"BEAR RIVER",41.5821437,-112.0839389,9,0,4
"231",6343551,840,85,251,"PEPLIN MOUNTAIN",41.6548957,-113.1803129,0,0,1
"232",6343574,840,85,901,"NEPONSET RES",41.2755777,-111.2019889,0,2,8
"233",6343578,840,85,905,"ARCHES NP",38.6166597,-109.6170729,77,0,1
"234",6343581,840,87,2,"NORTH POWNAL",42.8089741,-73.2805777,61,3,1
"235",6343607,840,88,10,"PORT ROYAL",38.1740529,-77.2184791,484,3,1
"236",6343651,840,88,917,"CAPE CHARLES",37.1171662,-75.9688638,28,0,1
"237",6343670,840,89,19,"RIMROCK",46.6387037,-121.3902819,20,0,1
"238",6343660,840,89,2,"PORT ANGELES",48.1127527,-123.3860549,99,0,1
"239",6343686,840,89,44,"ELLENSBURG",46.9554377,-120.5699539,13,0,2
"240",6344507,840,89,53,"HURRICANE RG",47.9693587,-123.4988999,5,17,1
"241",6343726,840,89,951,"HORN RAPIDS",46.3915681,-119.4109939,113,6,2
"242",6343833,840,91,146,"Omro 2",44.0331367,-88.704253,249,2,1
"243",6344508,840,91,26,"CRANDON",45.4638297,-88.7750249,177,1,1
"244",6343792,840,91,34,"TREMPEALEAU",44.0129837,-91.3711239,117,6,1
"245",6343805,840,91,48,"MANITOWOC",44.0520617,-87.7016689,0,0,1
"246",6343824,840,91,63,"PT WASHINGTN",43.3759057,-87.8785709,11,0,1
"247",6345182,840,92,110,"CHEYENNE",41.2214507,-104.9050749,4,1,1
"248",6343870,840,92,19,"BROOKHURST",42.8691687,-106.1200029,20,1,1
"249",6343862,840,92,2,"CODY",44.4668237,-109.1344079,11,0,1
